Colleges,Exam
GHRCEM Amravati,MHT-CET
GHRIEM Jalgaon,MHT-CET
Genesis Institute of Technology,MHT-CET
UCOE Nagpur,MHT-CET
SJCET Palghar,MHT-CET
SDCE Wardha,MHT-CET
VPCOE BARAMATI Pune,MHT-CET
DBNCOET Yavatmal,MHT-CET
Shreeyas Pratishthan,MHT-CET
Shatabdi Group Of Institutions,MHT-CET
Satara Group Of Colleges,MHT-CET
Priyadarshini Group Of Colleges,MHT-CET
Mvp Samaj'S Group Of Institutions,MHT-CET
Matoshri Group Of Colleges,MHT-CET
Marathwada Group Of Colleges,MHT-CET
Imperial Group Of Colleges,MHT-CET
D.K.T.E.Society'S Group,MHT-CET
D Y Patil Group Of Institutes,MHT-CET
Terna Engineering College,MHT-CET
"BHARATI VIDYAPEETHS GROUP OF INSTITUTE, LAVALE, TECHNICAL CAMPUS",MHT-CET
"VIDYA PRASARINI SABHA'S COLLEGE OF ENGINEERING & TECHNOLOGY, LONAVALA Lonavala",MHT-CET
SANDIPANI TECHNICAL AND MEDICAL EDUCATION INSTITUTE'S SANDIPANI TECHNICAL CAMPUS - FACULTY OF ENGINEERING,MHT-CET
SAHAKAR MAHARSHI SHANKARRAO MOHITE-PATIL INSTITUTE OF TECHNOLOGY & RESEARCH,MHT-CET
S.V.P.M.'S COLLEGE OF ENGINEERING Pune,MHT-CET
"POOJYA SANE GURUJI VIDYA PRASARAK MANDAL'S D. N. PATEL COLLEGE OF ENGINEERING, SHAHADA Nandurbar",MHT-CET
PHALTAN EDUCATION SOCIETY'S COLLEGE OF ENGINEERING Phaltan,MHT-CET
P.R.PATIL COLLEGE OF ENGINEERING & TECHNOLOGY Amravati,MHT-CET
MANAV SCHOOL OF ENGINEERING AND TECHNOLOGY,MHT-CET
MAHARASHTRA EDUCATION SOCIETY'S MAHARASHTRA UDAYAGIRI ENGINEERING COLLEGE,MHT-CET
"K.T.PATIL COLLEGE OF ENGINEEGING & TECHNOLOGY , OSMANABAD",MHT-CET
"ITM COLLEGE OF ENGINEERING, Nagpur",MHT-CET
HON.SHRI BABANRAO PACHPUTE VICHARDHARA TRUST'S GROUP OF INSTITUTIONS,MHT-CET
GOVERNMENT COLLEGE OF ENGINEERING Nagpur,MHT-CET
G V ACHARYA INSTITUTE OF ENGINEERING AND TECHNOLOGY,MHT-CET
DR.SAU.KAMALTAI GAWAI INSTITUTE OF ENGINEERING & TECHNOLOGY DARAPUR,MHT-CET
DR.D.Y.PATIL COLLEGE OF ENGINEERING & INNOVATION,MHT-CET
DR. A.D.SHINDE INSTITUTE OF TECHNOLOGY,MHT-CET
CSMSS CHH. SHAHU COLLEGE OF ENGINEERING,MHT-CET
BHONSLA COLLEGE OF ENGINEERING & REASEARCH,MHT-CET
"BALAGHAT ENGINEERING COLLEGE,RUDDHA",MHT-CET
B.R. HARNE COLLEGE OF ENGINEERING & TECHNOLOGY,MHT-CET
"Bharati Vidyapeeth College Of Engineering (BVCE), Kolhapur",MHT-CET
STES s Sinhgad Institute of Technology and Science,MHT-CET
Shri Vithal Education & Research Institute s College of Engineering Solapur,MHT-CET
Sindhudurg Shikshan Prasarak Mandal's College of Engineering Kankavali,MHT-CET
Sanjay Education Society's College of Engineering Dhule,MHT-CET
K.C.E.Society College of Engineering & Information Technology Jalgaon,MHT-CET
Om College of Engineering Wardha,MHT-CET
Shri. Sai College of Engineering Aurangabad,MHT-CET
Terna Public Charitable Trust's College of Engineering Osmanabad,MHT-CET
Sanjivani Rural Education Society s College of Engineering Ahmed Nagar,MHT-CET
Prof Ram Meghe College of Engineering & Management Amravati,MHT-CET
Rajarshi Shahu College of Engineering Buldhana,MHT-CET
Dr.Rajendra Gode Institute of Technology & Research,MHT-CET
H.V. P. Mandal s College of Engineering & Technology,MHT-CET
Keystone School of Engineering,MHT-CET
SIES Graduate School of Technology,MHT-CET
Vidya Vikas Education Trust's_Universal College of Engineering Thane,MHT-CET
Everest College of Engineering and Technology,MHT-CET
G. M. Vedak Institute of Technology,MHT-CET
Dr D Y Patil School of Engg. & Technology,MHT-CET
Jagdamba Education Society S.N.D College of Engineering & Research Centre Pune,MHT-CET
"R.H.SAPAT College of Engineering, Management Studies and Research Nashik",MHT-CET
Jagadambha College of Engineering & Technology Yavatmal,MHT-CET
Sipna College of Engineering & Technology Amravati,MHT-CET
Yadavrao Tasgaonkar College of Engineering & Management Raigarh(Mh),MHT-CET
Bharat College of Engineering,MHT-CET
Rizvi College of Engineering Bhandara,MHT-CET
Sanmati Engineering College,MHT-CET
Dhamangaon Education Society's College of Engineering & Technology,MHT-CET
S.B. Patil College of Engineering Indapur,MHT-CET
Vishwabharati Academy's College of Engineering Ahmednagar,MHT-CET
Smt. Indira Gandhi College of Engineering Mumbai,MHT-CET
Vidya Niketan Global Institute s College of Engineering Ahmednagar,MHT-CET
Parvatibai Genba Moze College of Engineering Pune,MHT-CET
SSPM's Someshwar Engineering College,MHT-CET
"Abha Gaikwad-Patil College of Engineering (AGPCE), Nagpur",MHT-CET
Shriram Institute of Engineering And Technology,MHT-CET
Karmayogi Engineering College,MHT-CET
Karmaveer Bhaurao Patil College of Engineering Satara,MHT-CET
J.T.Mahajan College of Engineering Jalgaon,MHT-CET
R. C. Patel Institute of Technology,MHT-CET
Jamia Institute of Engineering & Management,MHT-CET
Shri Sant Gadge Baba College of Engineering & Technology Jalgaon,MHT-CET
Sahyadri Valley College of Engineering & Technology,MHT-CET
DR. J.J. Magdum College of Engineering,MHT-CET
Maharshi Karve Stree Shikshan Samstha s Cummins College of Engineering for Women Pune,MHT-CET
Dr. DY Patil School of Engineering,MHT-CET
"A.C. Patil College of Engineering (ACPCE), Navi Mumbai",MHT-CET
Genba Sopanrao Moze College Of Engineering,MHT-CET
VPM's Maharshi Parashuram College of Engineering Ratnagiri,MHT-CET
"ABMSP's Anantrao Pawar College of Engineering & Research (AAPCER), Pune",MHT-CET
"Amrutvahini College of Engineering (ACE), Ahmednagar",MHT-CET
Jayawant Shikshan Prasarak Mandal's Rajarshi Shahu College of Engineering Pune,MHT-CET
Rajendra Mane College of Engineering & Technology Ratnagiri,MHT-CET
Shri Sant Gajanan Maharaj College of Engineering Buldhana,MHT-CET
Priyadarshini J.L. College of Engineering Nagpur,MHT-CET
Nanasaheb Mahadik College of Engineering Sangli,MHT-CET
Rajiv Gandhi College of Engineering & Polytechnic Ahmednagar,MHT-CET
Theem College of Engineering Thane,MHT-CET
"Walchand College of Engineering (WCE), Satara",MHT-CET
Matoshri Pratishthan'S School of Engineering,MHT-CET
Dr. Daulatrao Aher College of Engineering,MHT-CET
Kolhapur Institute of Technology's College of Engineering Kolhapur,MHT-CET
"Sharad Institute of Technology, College of Engineering Kolhapur",MHT-CET
Fabtech Technical Campus College Of Engineering And Research,MHT-CET
Jaywant College of Engineering & Management Sangli,MHT-CET
"Rajiv Gandhi College of Engineering, Research & Technology Chandrapur",MHT-CET
Pravara Rural Engineering College,MHT-CET
Paramhansa Ramkrishna Maunibaba Shikshan Sanstha's Anuradha Engineering College,MHT-CET
Padmashri Dr.V.B.Kolte College of Engineering Buldhana,MHT-CET
Padmabhushan Vasantdada Patil Pratishthan's College of Engineering Mumbai,MHT-CET
Nuva College of Engineering & Technology Nagpur,MHT-CET
Brahma Valley College of Engineering and Research Institute,MHT-CET
Namdeorao Poreddiwar College of Engineering and Technology Gadchiroli,MHT-CET
N.B. Navale Sinhgad College of Engineering Solapur,MHT-CET
Gangamai College of Engineering,MHT-CET
Mandar Education Societys Rajaram Shinde College of Engineering Chiplun,MHT-CET
"Pillai Institute of Information Technology, Engineering, Media Studies & Research",MHT-CET
Mahatma Basaveshwar Education Society's College of Engineering Ambajogai,MHT-CET
Mahatma Education Societys Pillais HOC College of Engg. & Tech,MHT-CET
Mahatma Basweshwar Education Society's M.S. Bidve Engineering College,MHT-CET
P.R.Patil Group of Educational Institutes,MHT-CET
Shivajirao S. Jondhale College of Engineering Thane,MHT-CET
P.E.S College Of Engineering Aurangabad,MHT-CET
K.C. College of Engineering and Management Studies and Research Thane,MHT-CET
Babasaheb Naik Engineering College,MHT-CET
Shree Ramchandra Education Society's Shree Ramchandra College of Engineering Pune,MHT-CET
Sanghavi College of Engineering Nashik,MHT-CET
Shree L R Tiwari College of Engineering Mumbai,MHT-CET
Shri Chhatrapati Shivaji Maharaj College of Engineering Ahmednagar,MHT-CET
Shri Gajanan Maharaj Shikshan Prasarak Mandals Sharadchandra Pawar College of Engineering Dindori (Mh),MHT-CET
Smt. Kashibai Navale College of Engineering Pune,MHT-CET
Konkan Gyanpeeth College of Engineering Raigarh(Mh),MHT-CET
Vilasrao Deshmukh College of Engineering and Technology Nagpur,MHT-CET
Vishwatmak Om Gurudev College of Engineering Thane,MHT-CET
Shri Tulja Bhavani College of Engineering Osmanabad,MHT-CET
Nagnathappa Halge Engineering College,MHT-CET
TSSM's Bhivarabai Sawant College of Engineering and Research,MHT-CET
Maharashtra College of Engineering Latur,MHT-CET
M. H. Saboo Siddik College of Engineering Mumbai,MHT-CET
Matsyodari Shikshan Sanstha College Of Engineering And Technology Jalna,MHT-CET
Shri Gulabrao Deokar College Of Engineering Jalgaon,MHT-CET
Saraswati College Of Engineering Navi Mumbai,MHT-CET
Shri Shivaji Vidya Prasarak Sanstha Bapusaheb Shivajirao Deore College of Engineering Dhule,MHT-CET
Dwarkadas J. Sanghvi College of Engineering,MHT-CET
K.J.'s Purandar College of Engineering & Management Research Pune,MHT-CET
Trinity College of Engg and Research,MHT-CET
Fr. Conceicao Rodrigues College of Engineering,MHT-CET
Jagruti Shikshanshashtra Mahavidyalaya,MHT-CET
G H Raisoni College Of Engineering And Management,MHT-CET
"TSSM's Padmabhooshan Vasantdada Patil Institute of Technology, Bavdhan",MHT-CET
IIT Madras,GATE
IIM Ahmedabad,GATE
IIT Bombay,GATE
IIT Kanpur,GATE
IIT Roorkee,GATE
IIT Guwahati,GATE
IIT Hyderabad,GATE
NIT Trichy,GATE
NIT Mangalore,GATE
IIT Gandhinagar,GATE
NIT Calicut,GATE
Indian Institute of Engineering Science and Technology,GATE
IIM Shillong,GATE
MNIT Jaipur,GATE
NIT Silchar,GATE
VNIT Nagpur,GATE
NIT Jalandhar,GATE
IIST Thiruvananthapuram,GATE
MNNIT Allahabad,GATE
NIT Delhi,GATE
BIT Mesra,GATE
NIT Patna,GATE
NIT Kurukshetra,GATE
"Netaji Subhas University of Technology (NSUT), New Delhi",GATE
SKCET Coimbatore,GATE
Rajiv Gandhi Institute of Petroleum Technology,GATE
PIET Panipat,GATE
NIT Srinagar,GATE
BMS College of Engineering Bangalore,GATE
TCE Madurai,GATE
NIT Jamshedpur,GATE
Jain University Bangalore,GATE
New Horizon Educational Institutions,GATE
NIT Hamirpur,GATE
GHRCE Nagpur,GATE
Sharda University,GATE
SVEC Tirupati,GATE
DIT University,GATE
YCCE Nagpur,GATE
GCET Greater Noida,GATE
Vidya Jyothi Institute of Technology,GATE
Parul University,GATE
Reva University,GATE
IISC Bangalore,GATE
IIT Jodhpur,GATE
Heritage Institute of Technology,GATE
Narula Institute of Technology Kolkata,GATE
Madras Institute of Technology,GATE
Bannari Amman Institute of Technology,GATE
Oriental University Indore,GATE
Jagannath University Jaipur,GATE
G.L. Bajaj Institute of Technology and Management,GATE
University of Engineering and Management,GATE
Sushant University,GATE
Yagyavalkya Institute of Technology,GATE
Sreenidhi Institute of Science & Technology,GATE
RCOEM Nagpur,GATE
"Acharya Institutes (AI, Ai Bangalore), Bangalore",GATE
Anil Neerukonda Institute of Technology And Sciences,GATE
St. Francis Institute of Technology,GATE
NMREC Hyderabad,GATE
PERI Institute of Technology,GATE
"Avanthi Institute of Engineering & Technology (AIET), Hyderabad",GATE
Adi Shankara Institute of Engineering & Technology,GATE
MIT Pune,GATE
Symbiosis Institute of Technology,GATE
Trinity Institute of Technology & Research,GATE
"Guru Nanak Dev Engineering College (GNDEC), Ludhiana",GATE
Federal Institute of Science and Technology,GATE
RR Institute of Technology,GATE
People'S University,GATE
SIRT Bhopal,GATE
NSHM Durgapur,GATE
Sardar Patel Institute of Technology,GATE
MIT Aurangabad,GATE
JBIT Dehradun,GATE
Bharath Institute of Higher Education And Research,GATE
CT Group of Institutions,GATE
Bansal College of Pharmacy,GATE
GSSS Mysore,GATE
East Point Group Of Institutions,GATE
"Aditya Institute of Technology and Management (AITAM), Srikakulam",GATE
Global Institute of Technology,GATE
SVPCET Nagpur,GATE
VVIT Guntur,GATE
Dayananda Sagar College of Engineering,GATE
IIPS Indore,GATE
SRIT Anantapur,GATE
BM Group of Institutions,GATE
Jhulelal Institute of Technology,GATE
GMIT Davangere,GATE
IPS Gwalior,GATE
Bankura Unnayani Institute of Engineering,GATE
T John Institute of Technology,GATE
HIET Ghaziabad,GATE
Rajasthan Institute of Engineering and Technology,GATE
JNNCE Shimoga,GATE
BTL Institute of Technology and Management,GATE
Rajiv Gandhi University of Knowledge Technologies,GATE
SJEC Mangalore,GATE
Kruti Institute of Technology & Engineering,GATE
IPEC Ghaziabad,GATE
GRT Institute of Engineering and Technology,GATE
RGIT Mumbai,GATE
LBS Institute of Technology for Women,GATE
Laxmi Devi Institute of Engineering and Technology,GATE
CSIT Durg,GATE
Tagore Institute of Engineering and Technology,GATE
"Government Engineering College (GEC), Ajmer",GATE
Guru Teg Bahadur Khalsa Institute of Engineering and Technology,GATE
LNCT Bhopal Indore Campus,GATE
"Vivekananda Institute of Technology (VKIT), Bangalore",GATE
Sri Revana Siddeshwara Institute of Technology,GATE
Saroj Educational Group,GATE
Ponnaiyah Ramajayam Institute of Science and Technology,GATE
RITM Lucknow,GATE
VCE Rohtak,GATE
CBS Group of Institutions,GATE
Warangal Institute of Technology & Science,GATE
SRKREC Bhimavaram,GATE
DCE Gurgaon,GATE
JPIET Meerut,GATE
ICEM Pune,GATE
SITAMS Chittoor,GATE
BCREC Durgapur,GATE
"Arya College of Engineering & I.T. (ACEIT), Jaipur",GATE
GURUKUL Kota,GATE
MEC Bikaner,GATE
REC Bhubaneswar,GATE
APSCE bangalore,GATE
Shree Pandit Nathulalji Vyas Technical Campus,GATE
AWH Kozhikode,GATE
NSS College of Engineering,GATE
K.S Group Of Institutions,GATE
GPREC Kurnool,GATE
SVECW Bhimavaram,GATE
KITS Nagpur,GATE
ER&DCI Institute of Technology,GATE
"Anjuman College of Engineering & Technology (ACET), Nagpur",GATE
"Vivekananda Institute of Technology & Science (VITS), Ghaziabad",GATE
MGMCET Noida,GATE
Translam Institute of Technology and Management,GATE
SAKEC Mumbai,GATE
SMMCA Nagpur,GATE
RVR and JC College of Engineering,GATE
MMCT Raipur,GATE
JDCOEM Nagpur,GATE
"Indian School of Business Management & Administration (ISBM), Bangalore",GATE
Holy Mary Group Of Institutions,GATE
Maharishi Arvind International Institute of Technology,GATE
BBSBEC Fatehgarh Sahib,GATE
Camellia Group Of Colleges,GATE
NCERC Thrissur,GATE
APGSU Shimla,GATE
"Tirumala Engineering College (TEC), Hyderabad",GATE
SSEC Bhilai,GATE
SWEC Hyderabad,GATE
VICT Gandhinagar,GATE
DMCE Mumbai,GATE
JDCT Indore,GATE
OIMT Damoh,GATE
GCE Gurgaon,GATE
Shri Balaji Institute of Technology and Management,GATE
Regional Group Of Colleges,GATE
NBNSSOE Pune,GATE
"Apollo Engineering College (AEC), Chennai",GATE
SAEC Chennai,GATE
RIMT Institute of Engineering & Technology,GATE
SSCE Udaipur,GATE
SCETW Hyderabad,GATE
Savera Educational Trust Group of Institutions,GATE
Nimra'S Group Of Colleges,GATE
Musaliar Group Of Colleges,GATE
"International School Of Information Management (ISIM), Mysuru",GATE
Impact Group Of Institutions,GATE
Gandhi Group Of Institutes,GATE
Bsaie Group Of Institutions,GATE
H.V. P. Mandal s College of Engineering & Technology,GATE
"Abha Gaikwad-Patil College of Engineering (AGPCE), Nagpur",GATE
Rajeev Gandhi Memorial College of Engineering and Technology Kurnool,GATE
School of Engineering & Technology - Bahra University,GATE
SSJ Engineering College,GATE
Panchkula Engineering College,GATE
Mar Baselios College of Engineering and Technology Thiruvananthapuram,GATE
Rayat Bahra Royal Institute of Management & Technology,GATE
Sri Ganganagar Engineering College,GATE
Bhai Maha Singh College of Engineering,GATE
ATME College of Engineering,GATE
Brahmaiah College of Engineering,GATE
"NRI Institute of Technology (NRIT), Ranga Reddy",GATE
Gudlavalleru Engineering College,GATE
Sri Vasavi Engineering College,GATE
"Adarsh College of Engineering (ACEE), Kakinada",GATE
Believers Church Caarmel Engineering College,GATE
"Anurag College of Engineering (ACE), Ranga Reddy",GATE
Saintgits College of Engineering Kottayam,GATE
G. H. Raisoni Institute of Engineering and Technology for Women,GATE
SNS College of Engineering Coimbatore,GATE
"Abhinav Hi-Tech College of Engineering (AHCE), Hyderabad",GATE
Lakireddy Bali Reddy College of Engineering Krishna,GATE
Dr. K.N Modi Foundation,GATE
Shri Balwant Institute of Technology,GATE
Academy of Technology,GATE
SBS Delhi,GATE
Bengal Institute of Technology & Management,GATE
MSRMC bangalore,KCET- BE/B.Tech
SKCET Coimbatore,KCET- BE/B.Tech
MSRIT,KCET- BE/B.Tech
BMS College of Engineering Bangalore,KCET- BE/B.Tech
RV College of Engineering,KCET- BE/B.Tech
Siddaganga Institute of Technology,KCET- BE/B.Tech
PES University,KCET- BE/B.Tech
New Horizon Educational Institutions,KCET- BE/B.Tech
PESCE Mandya,KCET- BE/B.Tech
NMAM Institute of Technology,KCET- BE/B.Tech
"CMR Institute of Technology (CMRIT), Bangalore",KCET- BE/B.Tech
NIE Mysore,KCET- BE/B.Tech
BMSIT bangalore,KCET- BE/B.Tech
Presidency University Bangalore,KCET- BE/B.Tech
Alliance University,KCET- BE/B.Tech
ODC bangalore,KCET- BE/B.Tech
RRDCH bangalore,KCET- BE/B.Tech
KCDS bangalore,KCET- BE/B.Tech
"AECS Maaruti College of Dental Sciences & Research Centre (AECS), Bangalore",KCET- BE/B.Tech
Bangalore Institute of Technology,KCET- BE/B.Tech
D A Pandu Memorial RV Dental College,KCET- BE/B.Tech
P.M. Nadagouda Memorial Dental College,KCET- BE/B.Tech
Bangalore Institute of Dental Sciences,KCET- BE/B.Tech
MRADC bangalore,KCET- BE/B.Tech
Global Academy of Technology,KCET- BE/B.Tech
Dr. Ambedkar Institute of Technology,KCET- BE/B.Tech
Kempegowda Institute of Medical Sciences,KCET- BE/B.Tech
RNS Institute of Technology,KCET- BE/B.Tech
Atria Institute of Technology,KCET- BE/B.Tech
RRCE bangalore,KCET- BE/B.Tech
